iter	Logloss
140	0.3713088085
141	0.3710689716
142	0.3708312669
143	0.3705813544
144	0.370282506
145	0.3699447928
146	0.3697044714
147	0.369565021
148	0.3692662421
149	0.3690626717
150	0.3690438565
151	0.3687446384
152	0.3685378523
153	0.3683100508
154	0.3680522137
155	0.3677609727
156	0.3674738516
157	0.3672833839
158	0.3670811284
159	0.3670609639
160	0.3670174534
161	0.3667670099
162	0.3665533737
163	0.366355779
164	0.3661822186
165	0.3660464811
166	0.3658727961
167	0.3656465711
168	0.3654942709
169	0.3652800982
170	0.3651161132
171	0.3649588908
172	0.3647441561
173	0.3645578863
174	0.3642938
175	0.3640587856
176	0.3638464167
177	0.3636178605
178	0.3633675515
179	0.3633095975
180	0.36307006
181	0.3629692663
182	0.3628581879
183	0.3627012835
184	0.3625217366
185	0.3624434035
186	0.362355233
187	0.3622487351
188	0.3620697404
189	0.3618897544
190	0.3617938109
191	0.3617075072
192	0.3614476806
193	0.3612891596
194	0.3612314978
195	0.3610903475
196	0.3608876274
197	0.3606356199
198	0.3604106504
199	0.3601998679
200	0.3600375652
201	0.3599293126
202	0.3598502222
203	0.3596737423
204	0.3595197316
205	0.3593685303
206	0.3591722672
207	0.3590072213
208	0.3589033536
209	0.3586983995
210	0.3585670727
211	0.3584276904
212	0.3583011485
213	0.3581859251
214	0.3580235765
215	0.3578116461
216	0.3576842111
217	0.3576692298
218	0.3575764225
219	0.3574841135
220	0.3574051973
221	0.3572579415
222	0.3571245155
223	0.3569258908
224	0.3567415307
225	0.3565614673
226	0.3565550545
227	0.3564098513
228	0.3562830713
229	0.3561773121
230	0.3560525438
231	0.3558951427
232	0.3557842145
233	0.355554289
234	0.3553968798
235	0.3552714273
236	0.3551913898
237	0.3550275864
238	0.3549081997
239	0.3547579191
240	0.3546674835
241	0.354648407
242	0.3544582875
243	0.3543121171
244	0.3541241921
245	0.3539328119
246	0.353820902
247	0.3537138462
248	0.3536134833
249	0.3535842642
250	0.353426018
251	0.3533099557
252	0.3532000574
253	0.3530605252
254	0.3529605128
255	0.3529429134
256	0.3528583832
257	0.3526612614
258	0.3525356435
259	0.352339229
260	0.3522532706
261	0.3520637236
262	0.3519149061
263	0.351765337
264	0.3516203304
265	0.3514159584
266	0.3511513712
267	0.3510170875
268	0.350920199
269	0.3507576097
270	0.3505718043
271	0.3504483609
272	0.3503288265
273	0.3501978683
274	0.3500036104
275	0.3498546143
276	0.3495937086
277	0.3494291585
278	0.3493062017
279	0.3491604201
280	0.3489305377
281	0.3487093997
282	0.3485748506
283	0.3484560976
284	0.3482617368
285	0.3481653396
286	0.3480078013
287	0.3478687131
288	0.3477684223
289	0.3475688359
290	0.3473903067
291	0.3472949824
292	0.3472008019
293	0.3470877193
294	0.3469314275
295	0.3468181792
296	0.3466502906
297	0.3464822901
298	0.3463435859
299	0.3461641634
300	0.3460565117
301	0.3458450697
302	0.3457356173
303	0.3455277926
304	0.345451716
305	0.3453041389
306	0.3451012773
307	0.3449419172
308	0.3448091843
309	0.3447569842
310	0.3446357186
311	0.3445224026
312	0.3444259426
313	0.3442386898
314	0.3441266218
315	0.3439869874
316	0.3438564394
317	0.3437003115
318	0.3435485525
319	0.3434405579
320	0.3433031898
321	0.3432072644
322	0.3431346744
323	0.3429771252
324	0.3427770063
325	0.3426603436
326	0.3426097195
327	0.3424872713
328	0.3423000351
329	0.3421741613
330	0.3419752318
331	0.341826019
332	0.3417460602
333	0.3416100973
334	0.34153041
335	0.3414088871
336	0.3412960776
337	0.3411927717
338	0.3410568919
339	0.3409418194
340	0.3408350805
341	0.3406980136
342	0.340486366
343	0.3403831379
344	0.3402409902
345	0.3401032314
346	0.3400350509
347	0.3399020632
348	0.3397725149
349	0.3395703189
350	0.3394313138
351	0.3392527129
352	0.3391202386
353	0.3389975894
354	0.3389321913
355	0.3387702188
356	0.3386892135
357	0.3386029356
358	0.3385012239
359	0.3383523509
360	0.3383079923
361	0.3381832367
362	0.3380670443
363	0.3378856181
364	0.3377117815
365	0.3376134436
366	0.3374765351
367	0.337378917
368	0.3372934881
369	0.3372007154
370	0.3370543751
371	0.3369275203
372	0.3368176581
373	0.3366518551
374	0.3365213421
375	0.3364602956
376	0.3362954647
377	0.3361724206
378	0.336044141
379	0.3359037517
380	0.335802451
381	0.3356685215
382	0.335529567
383	0.3354114564
384	0.3353141836
385	0.3352176943
386	0.3350849531
387	0.3349302194
388	0.3348390051
389	0.3346668237
390	0.3345832433
391	0.33448544
392	0.3343418209
393	0.3342240105
394	0.3341042619
395	0.3339989846
396	0.3339136815
397	0.3337833828
398	0.3336140047
399	0.3335227431
400	0.3333766872
401	0.3331948529
402	0.3330995847
403	0.3329312183
404	0.332812205
405	0.3327212911
406	0.3326282074
407	0.3325107109
408	0.332299387
409	0.3321752496
410	0.3320201674
411	0.3318935908
412	0.3317811648
413	0.3316944969
414	0.3315888777
415	0.3314830744
416	0.3313051252
417	0.3312076877
418	0.3311139835
419	0.3310220451
420	0.3309295049
421	0.3308098393
422	0.3307282449
423	0.3305962806
424	0.3305293968
425	0.3304042084
426	0.3302854584
427	0.3301121552
428	0.3300076745
429	0.3299138178
430	0.3297216221
431	0.3295809855
432	0.3294457265
433	0.3293800938
434	0.3292558505
435	0.3291093134
436	0.3290495869
437	0.3289709913
438	0.3289052916
439	0.3287623284
440	0.3286621033
441	0.3285742244
442	0.3284276032
443	0.3282874573
444	0.328186215
445	0.3280449946
446	0.3279301689
447	0.3277960199
448	0.3276973498
449	0.3276207015
450	0.32752624
451	0.3273899128
452	0.3272655601
453	0.3272105432
454	0.3271492252
455	0.3270007371
456	0.3268680884
457	0.3267731365
458	0.3266490951
459	0.3265609309
460	0.3264841874
461	0.3263728571
462	0.3262277789
463	0.3261342074
464	0.3260145472
465	0.3259581203
466	0.3258715052
467	0.3257724389
468	0.3256543839
469	0.3255675283
470	0.3254330752
471	0.3253260045
472	0.3251684506
473	0.3250197695
474	0.3249241098
475	0.3247662851
476	0.3246715173
477	0.3245620419
478	0.3244451088
479	0.3243357906
480	0.3242134729
481	0.3240880698
482	0.3239954172
483	0.3239056155
484	0.3237897424
485	0.3237359688
486	0.3236775667
487	0.3235979844
488	0.323493918
489	0.3233528728
490	0.3232392381
491	0.3231186967
492	0.3229884892
493	0.3228557451
494	0.3226771832
495	0.3225136012
496	0.3223755113
497	0.3222453427
498	0.3220609278
499	0.3219743399
500	0.3218453581
501	0.3217104792
502	0.321668895
503	0.3215922028
504	0.3214607964
505	0.3213717426
506	0.3212431857
507	0.3210871567
508	0.3209558114
509	0.3208509201
510	0.320702132
511	0.3205894314
512	0.3203808647
513	0.3202428419
514	0.3201450937
515	0.3200070301
516	0.3198796768
517	0.3197472984
518	0.3195460854
519	0.3193984055
520	0.3192036587
521	0.3190684015
522	0.3189558849
523	0.3188315523
524	0.3187499018
525	0.3186655315
526	0.3185533169
527	0.3184133626
528	0.3183396153
529	0.3182641755
530	0.3181508795
531	0.3180821487
532	0.3180189727
533	0.3179385099
534	0.3178434593
535	0.3177878807
536	0.3176200801
537	0.317460161
538	0.3173487887
539	0.3171728355
540	0.3171126753
541	0.3169911297
542	0.3168640568
543	0.3167014418
544	0.3165981607
545	0.3164702863
546	0.3163650391
547	0.316208272
548	0.3160372658
549	0.3159318173
550	0.3158673634
551	0.3156955859
552	0.3155954173
553	0.3154716972
554	0.3152977139
555	0.315148534
556	0.3150828875
557	0.3149986264
558	0.314852157
559	0.3147693888
560	0.3146626067
561	0.3145372161
562	0.3143733657
563	0.314218609
564	0.3140794066
565	0.3139743138
566	0.3139150069
567	0.3137704295
568	0.3136096664
569	0.3134495723
570	0.3133341713
571	0.3132116572
572	0.3131443544
573	0.3130045287
574	0.312961859
575	0.3128434728
576	0.3127194451
577	0.3126612188
578	0.3126040992
579	0.3125563739
580	0.312424797
581	0.3122997912
582	0.3121580829
583	0.3119957177
584	0.3118981231
585	0.3118262523
586	0.3117159766
587	0.3116360181
588	0.311530146
589	0.311380233
590	0.31126492
591	0.3111317341
592	0.3110904523
593	0.3109891521
594	0.3108524161
595	0.3107792327
596	0.3106921461
597	0.3105654167
598	0.310482319
599	0.3103483853
600	0.3102032277
601	0.3100978971
602	0.3099951971
603	0.309927471
604	0.3098825962
605	0.3097601841
606	0.3096062192
607	0.3095459758
608	0.3093939249
609	0.3092444187
610	0.3092008801
611	0.3091197159
612	0.3090086292
613	0.3088979595
614	0.3087689255
615	0.3086820022
616	0.3086469093
617	0.3085262644
618	0.3084470932
619	0.3083326722
620	0.3082451409
621	0.3081831124
622	0.3081408822
623	0.3081078538
624	0.3080025057
625	0.3078563566
626	0.3077822033
627	0.3076696201
628	0.3075809927
629	0.3074831861
630	0.3073747267
631	0.3072685012
632	0.3071632323
633	0.3070604384
634	0.3069512394
635	0.3068286479
636	0.306788515
637	0.3066628372
638	0.3065997747
639	0.3064689279
640	0.3063809618
641	0.3062485631
642	0.306145755
643	0.3060322165
644	0.3058881424
645	0.3058113085
646	0.3057023745
647	0.3055569238
648	0.3055167486
649	0.3054650782
650	0.3054303528
651	0.3053806171
652	0.3052945532
653	0.3051831106
654	0.3050471334
655	0.3049413815
656	0.3048000127
657	0.3046700754
658	0.3046076453
659	0.3045085852
660	0.3044292422
661	0.3043266179
662	0.3042807062
663	0.3041842828
664	0.304144724
665	0.3040459649
666	0.3039645228
667	0.3038174391
668	0.303698037
669	0.3036252483
670	0.3035101675
671	0.3034128267
672	0.3033282088
673	0.3032192259
674	0.303193841
675	0.3031269211
676	0.3030950221
677	0.3029934661
678	0.3028910693
679	0.3028160431
680	0.3027844661
681	0.3027408535
682	0.3026849082
683	0.3025448971
684	0.3024039155
685	0.3023055194
686	0.3022072128
687	0.3021302753
688	0.3020277167
689	0.301889283
690	0.301859619
691	0.3017396465
692	0.3016081187
693	0.301514566
694	0.3013821264
695	0.3012993226
696	0.3011930179
697	0.3011558576
698	0.3011098521
699	0.3009936734
700	0.3009018824
701	0.3008753874
702	0.3007744855
703	0.3006548047
704	0.3006249405
705	0.300565408
706	0.3005028949
707	0.300404689
708	0.3002910098
709	0.3001854696
710	0.3000507903
711	0.3000092756
712	0.2998847864
713	0.2997595125
714	0.2996644065
715	0.2995304775
716	0.2994446912
717	0.2993571209
718	0.299283269
719	0.2992110887
720	0.2991238979
721	0.2990332569
722	0.2989838197
723	0.2989244233
724	0.2988897577
725	0.2987772257
726	0.2986419555
727	0.2985128201
728	0.2983762864
729	0.2982965369
730	0.2982099063
731	0.2981083051
732	0.2980745317
733	0.298005732
734	0.2978740941
735	0.2977990136
736	0.2976863276
737	0.2975925526
738	0.2974790535
739	0.297413701
740	0.2972954546
741	0.2971989749
742	0.2971189784
743	0.2970292191
744	0.2969364146
745	0.2969096358
746	0.2967910763
747	0.2967198921
748	0.29659559
749	0.2964721404
750	0.2963735652
751	0.2963050481
752	0.2962049738
753	0.2960706885
754	0.2959517055
755	0.2958622748
756	0.2958253188
757	0.2957448083
758	0.2956486205
759	0.2955847964
760	0.2955617309
761	0.2954431141
762	0.2953658841
763	0.2952875459
764	0.2952386529
765	0.2951101794
766	0.2949936109
767	0.2949249571
768	0.2948828084
769	0.2948218268
770	0.2947095153
771	0.2946390583
772	0.2945533171
773	0.2944925436
774	0.2943968697
775	0.2942949148
776	0.2941668617
777	0.2940982456
778	0.293976053
779	0.2938950698
780	0.2938026958
781	0.2936809261
782	0.2935705588
783	0.2934786324
784	0.2934179684
785	0.2933306965
786	0.2932394463
787	0.2931988889
788	0.2930840919
789	0.2930313556
790	0.2929268116
791	0.292840814
792	0.292740158
793	0.292682531
794	0.2925096372
795	0.2924133684
796	0.2923810487
797	0.2923144228
798	0.292144908
799	0.2920323162
800	0.291928762
801	0.2918411004
802	0.2917107901
803	0.2915683317
804	0.2914733286
805	0.2913473765
806	0.2912429565
807	0.2911206485
808	0.2910237437
809	0.2909924001
810	0.2909494563
811	0.2908622282
812	0.2907412315
813	0.2906606401
814	0.2905594188
815	0.2904478235
816	0.2904259917
817	0.2903750752
818	0.290342436
819	0.2902845588
820	0.2902193673
821	0.2901339801
822	0.2900209474
823	0.2899387309
824	0.2898095095
825	0.2896892427
826	0.2896387894
827	0.2896088126
828	0.2895084882
829	0.2894798764
830	0.2893554556
831	0.289326111
832	0.2892600895
833	0.2890992911
834	0.2889846227
835	0.2889152896
836	0.2888040899
837	0.2887302689
838	0.2886287605
839	0.2885130583
840	0.2884324332
841	0.2884117338
842	0.2883763326
843	0.2883572383
844	0.288291743
845	0.288229552
846	0.2881626068
847	0.288056396
848	0.2879457221
849	0.2878816001
850	0.2877799656
851	0.2876191119
852	0.2875854061
853	0.2875031573
854	0.2874634975
855	0.2873799395
856	0.2873536162
857	0.2872768319
858	0.2872179769
859	0.2871321662
860	0.2870569704
861	0.2869615543
862	0.2868768213
863	0.2867983258
864	0.2867039724
865	0.2866485285
866	0.2865745345
867	0.2864729577
868	0.2863192042
869	0.2862207999
870	0.2861208266
871	0.2860576994
872	0.2859791402
873	0.2859314367
874	0.2858713007
875	0.2857699382
876	0.2856741874
877	0.2856255372
878	0.2855226837
879	0.2854613397
880	0.2854137063
881	0.285340136
882	0.2852875279
883	0.285194164
884	0.2850825228
885	0.2850355982
886	0.2849509523
887	0.2848719575
888	0.2847948353
889	0.2847066816
890	0.2846399026
891	0.2845596172
892	0.2845283041
893	0.2844102973
894	0.28431664
895	0.2842890525
896	0.2842169253
897	0.2841036933
898	0.2840299724
899	0.2839491727
900	0.283879556
901	0.2837806472
902	0.2836630002
903	0.2835920167
904	0.2835613077
905	0.2834112851
906	0.2833304772
907	0.2832780282
908	0.2832384887
909	0.2831449965
910	0.2830925379
911	0.283054367
912	0.282980949
913	0.2829241488
914	0.2828231213
915	0.2827010061
916	0.2825937939
917	0.2825238485
918	0.2824127139
919	0.2823541921
920	0.2822791266
921	0.2821542455
922	0.2820757799
923	0.2820495168
924	0.2819777356
925	0.2819397169
926	0.2818090812
927	0.2817257004
928	0.2816378902
929	0.2815557948
930	0.281501907
931	0.281420352
932	0.2813352976
933	0.2812918067
934	0.281231019
935	0.2811499015
936	0.2810709239
937	0.2809638483
938	0.2809077334
939	0.2808222819
940	0.2807085709
941	0.280588156
942	0.2805014636
943	0.280398632
944	0.2802891448
945	0.2801672714
946	0.2800847167
947	0.2800043729
948	0.2799245738
949	0.2798320803
950	0.2797625464
951	0.2797038425
952	0.2796548401
953	0.2796176659
954	0.2795350727
955	0.2794619978
956	0.2793569813
957	0.2792942088
958	0.2792180121
959	0.2791319241
960	0.2790783991
961	0.2790273312
962	0.2789549544
963	0.2788378421
964	0.2787586132
965	0.2787201333
966	0.2786436735
967	0.2785436057
968	0.2784744847
969	0.2784444286
970	0.2783868567
971	0.2783287369
972	0.2782064867
973	0.2781629805
974	0.2781343789
975	0.2780837276
976	0.2779914972
977	0.277913711
978	0.2778285647
979	0.2777724422
980	0.2777433825
981	0.2776278461
982	0.2775701807
983	0.2774862565
984	0.2773814416
985	0.277295379
986	0.2772091259
987	0.2771350791
988	0.2770665877
989	0.2769889665
990	0.2768440424
991	0.2767563872
992	0.2766841167
993	0.2766174957
994	0.2765592087
995	0.2764931504
996	0.2764086211
997	0.2763020938
998	0.2762483609
999	0.2761816415
